Level,Level,Title,Author,DRA,Genre,,,
R,4|5,More Than Anything Else,Marie Bradby,40,Social Studies, Nonfiction,,
R,4|5,Pocahontas and the Strangers,Clyde Robert Bulla,40,Biography, Historical,,
R,4|5,The Report Card,Andrew Clements,40,Realistic Fiction,,,
R,4|5,Rules,Cynthia Lord,40,Realistic Fiction,,,
R,4|5,Trash Crisis on Earth,Alexander Stadler,40,Humor, Silliness,,
R,4|5,The Trumpet of the Swan,E. B. White,40,Fantasy,,,
R,4|5,Wackiest White House Pets,Gibbs Davis,40,Social Studies, Nonfiction,,
R,4|5,When Marian Sang,Pam Muñoz Ryan,40,Biography, Art or Music,,
R,4|5,Pocahontas,Kathleen Krull,40,Biography, Historical,,
R,4|5,A Warmer World,Caroline Arnold,40,Science, Nonfiction,,
R,4|5,Brian's Winter,Gary Paulsen,40,Realistic Fiction,,,
R,4|5,The Great Kapok Tree,Lynne Cherry,40,Environmental Fiction,,,
R,4|5,The Library Card,Jerry Spinelli,40,Short Stories,,,
R,4|5,Clarice Bean Spells Trouble,Lauren Child,40,Realistic Fiction,,,
R,4|5,The Dragon of Lonely Island,Rebecca Rupp,40,Fantasy,,,
R,4|5,Freedom Crossing,Margaret Goff Clark,40,Historical Fiction,,,
R,4|5,Invasion of the Relatives,Alexander Stadler,40,Humor, Silliness,,
R,4|5,Magic Pickle,Scott Morse,40,Humor, Silliness,,
R,4|5,Miracles on Maple Hill,Virginia Sorensen,40,Novel,,,
R,4|5,Owen & Mzee,Craig Hatkoff,40,Social Studies, Nonfiction,,
R,4|5,Sitting Down for Dr. King,Charles Ryder,40,Play, Screenplay,,
R,4|5,What to Do About Alice?,Barbara Kerley,40,Biography,,,
R,4|5,Who Cracked the Liberty Bell?,Connie & Peter Roop,40,Question and Answer Book,,,
S,4|5,Abraham Lincoln,George Sullivan,40,Biography, Historical,,
S,4|5,Christopher Columbus,Connie & Peter Roop,40,Biography, Historical,,
S,4|5,The Civil Rights Movement in America,Elaine Landau,40,Social Studies, Nonfiction,,
S,4|5,"Cuts, Scrapes, Scabs, and Scars",Laura Silverstein Nunn,40,Science, Nonfiction,,
S,4|5,Light and Color,Peter Riley,40,Science, Nonfiction,,
S,4|5,Thomas Edison,George Sullivan,40,Biography, Science,,
S,4|5,Valley Forge,Richard Ammon,40,Social Studies, Nonfiction,,
S,4|5,Wacky Trees,D. M. Souza,40,Science, Nonfiction,,
S,4|5,The Water Cycle,Trudi Strain Trueit,40,Science, Nonfiction,,
S,4|5,"What's Your Angle, Pythagoras?",Julie Ellis,40,Historical Fiction,,,
S,4|5,4 Kids in 5E and 1 Crazy Year,Virginia Frances Schwartz,40,Realistic Fiction,,,
S,4|5,Beethoven Lives Upstairs,Barbara Nichol,40,Historical Fiction,,,
S,4|5,Bluish,Virginia Hamilton,40,Realistic Fiction,,,
S,4|5,A Dog's Life,Ann M. Martin,40,Fantasy,,,
S,4|5,Granny Torrelli Makes Soup,Sharon Creech,40,Realistic Fiction,,,
S,4|5,In the Shade of the Níspero Tree,Carmen T. Bernier–Grand,40,Realistic Fiction,,,
S,4|5,Let It Begin Here! Lexington & Concord,Dennis Brindell Fradin,40,Social Studies, Nonfiction,,
S,4|5,The Million Dollar Shot,Dan Gutman,40,Realistic Fiction,,,
S,4|5,"Puppies, Dogs, and Blue Northers",Gary Paulsen,40,Autobiography, Memoir,,
S,4|5,Tru Confessions,Janet Tashjian,40,Realistic Fiction,,,
S,4|5,The Great Gilly Hopkins,Katherine Paterson,40,Realistic Fiction,,,
S,4|5,Salsa Stories,Lulu Delacre,40,Short Stories,,,
S,4|5,Louisa May's Battle,Kathleen Krull,40,Biography,,,
S,4|5,Survival at 120 Above,Debbie S. Miller,40,Science, Nonfiction,,
S,4|5,Thunder on the Plains,Ken Robbins,40,Social Studies, Nonfiction,,
S,4|5,Amelia Earhart,Sarah Stewart Taylor,40,Comic, Graphic Novel,,
S,4|5,Confessions of a Gym–Class Dropout,Patrick Daley,40,Play, Screenplay,,
S,4|5,The Dinosaurs of Waterhouse Hawkins,Barbara Kerley,40,Science, Nonfiction,,
S,4|5,From the Mixed–Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,40,Mystery & Suspense,,,
S,4|5,The Good Dog,Avi,40,Action, Adventure,,
S,4|5,The Houdini Box,Brian Selznick,40,Realistic Fiction,,,
S,4|5,Out of Darkness,Russell Freedman,40,Biography, Historical,,
S,4|5,Taking Sides,Gary Soto,40,Realistic Fiction,,,
S,4|5,When Women Played Baseball,Caryn Hart,40,Play, Screenplay,,
S,4|5,The Young Man and the Sea,Rodman Philbrick,40,Realistic Fiction,,,
T,4|6,Black Holes,Philip Steele,50,Science, Nonfiction,,
T,4|6,Enemies of Slavery,David A. Adler,50,Biography, Historical,,
T,4|6,Land Predators of North America,Erin Pembrey Swan,50,Science, Nonfiction,,
T,4|6,Life in the Rainforests,Lucy Baker,50,Social Studies, Nonfiction,,
T,4|6,Lightning,Seymour Simon,50,Science, Nonfiction,,
T,4|6,Lost Star,Patricia Lauber,50,Biography, Historical,,
T,4|6,A Picture of Freedom,Patricia C. McKissack,50,Journal, Diary, Letters,
T,4|6,"Seahorses, Pipefishes, and Their Kin",Sara Swan Miller,50,Science, Nonfiction,,
T,4|6,Volcanoes,Trudi Strain Trueit,50,Science, Nonfiction,,
T,4|6,Volcanoes and Earthquakes,Patricia Lauber,50,Science, Nonfiction,,
T,4|6,Navajo Long Walk,Nancy M. Armstrong,50,Historical Fiction,,,
T,4|6,"Amazing Life of Benjamin Franklin, The",James Cross Giblin,50,Biography, Historical,,
T,4|6,Chasing Vermeer,Blue Balliett,50,Realistic Fiction,,,
T,4|6,Dirty Tricks,Emily Rodda,50,Mystery & Suspense,,,
T,4|6,"Drita, My Homegirl",Jenny Lombard,50,Realistic Fiction,,,
T,4|6,Fair Weather,Richard Peck,50,Realistic Fiction,,,
T,4|6,Orphan Train Rider,Andrea Warren,50,Social Studies, Nonfiction,,
T,4|6,The Power of Un,Nancy Etchemendy,50,Science Fiction,,,
T,4|6,Replay,Sharon Creech,50,Realistic Fiction,,,
T,4|6,Something Upstairs,Avi,50,Supernatural,,,
T,4|6,"John, Paul, George & Ben",Lane Smith,50,Social Studies, Nonfiction,,
T,4|6,Bridge to Terabithia,Katherine Paterson,50,Realistic Fiction,,,
T,4|6,George vs. George,Rosalyn Schanzer,50,Social Studies, Nonfiction,,
T,4|6,Sounder,William H. Armstrong,50,Realistic Fiction,,,
T,4|6,What's Eating You?,Nicola Davies,50,Science, Nonfiction,,
T,4|6,Colonial Times,Joy Masoff,50,Social Studies, Nonfiction,,
T,4|6,The Dodgeball Chronicles,Frank Cammuso,50,Comic, Graphic Novel,,
T,4|6,It Only Looks Easy,Pamela Curtis Swallow,50,Realistic Fiction,,,
T,4|6,Life in the Oceans,Lucy Baker,50,Social Studies, Nonfiction,,
T,4|6,Mudshark,Gary Paulsen,50,Mystery & Suspense,,,
T,4|6,Sir Arthur Conan Doyle's The Red–Headed League,Caryn Hart,50,Play, Screenplay,,
T,4|6,Smile,Raina Telgemeier,50,Realistic Fiction,,,
T,4|6,Tracker,Gary Paulsen,50,Action, Adventure,,
T,4|6,The Word Eater,Mary Amato,50,Fantasy,,,
T,4|6,The Wright 3,Blue Balliett,50,Mystery & Suspense,,,
U,5,Freedom Train,Dorothy Sterling,50,Biography, Historical,,
U,5,The Challenger Disaster,Tim McNeese,50,Social Studies, Nonfiction,,
U,5,Count to a Million,Jerry Pallotta,50,Number, Counting Book,,
U,5,Remember the Ladies,Cheryl Harness,50,Social Studies, Nonfiction,,
U,5,11-Sep-01,Andrew Santella,50,Social Studies, Nonfiction,,
U,5,"Truth about Great White Sharks, The",Mary M. Cerullo,50,Science, Nonfiction,,
U,5,Under the Ocean,Paul Bennett,50,Science, Nonfiction,,
U,5,The Watsons Go to Birmingham—1963,Christopher Paul Curtis,50,Historical Fiction,,,
U,5,African Americans in the Thirteen Colonies,Deborah Kent,50,Social Studies, Nonfiction,,
U,5,The Life and Death of Stars,Kit Moser,60,Science, Nonfiction,,
U,5,The Adventures of Marco Polo,Russell Freedman,50,Social Studies, Nonfiction,,
U,5,All of the Above,Shelley Pearsall,50,Realistic Fiction,,,
U,5,Charlie Bone and the Invisible Boy,Jenny Nimmo,50,Fantasy,,,
U,5,Creepy Creatures,R. L. Stine,50,Horror, Thriller,,
U,5,Ginger Pye,Eleanor Estes,50,Realistic Fiction,,,
U,5,The Graduation of Jake Moon,Barbara Park,50,Realistic Fiction,,,
U,5,Heaven,Angela Johnson,50,Realistic Fiction,,,
U,5,Nothing But the Truth,Avi,50,Realistic Fiction,,,
U,5,The Tale of Despereaux,Kate DiCamillo,50,Fantasy,,,
U,5,Tangerine,Edward Bloor,50,Realistic Fiction,,,
U,5,"Bud, Not Buddy",Christopher Paul Curtis,50,Historical Fiction,,,
U,5,Ella Enchanted,Gail Carson Levine,50,Tales, Fairytale, Fractured, Modern
U,5,Knots in My Yo–yo String,Jerry Spinelli,50,Autobiography, Memoir,,
U,5,Rosa Parks,Jim Haskins,50,Autobiography, Memoir,,
U,5,Albert Einstein,Grace Norwich,50,Biography,,,
U,5,"BFG, The",Roald Dahl,50,Humor, Silliness,,
U,5,The Calder Game,Blue Balliett,50,Mystery & Suspense,,,
U,5,The Extraordinary Mark Twain (According to Susy),Barbara Kerley,50,Biography,,,
U,5,The Fairy-Tale Detectives,Michael Buckley,50,Fantasy,,,
U,5,My Side of the Mountain,Jean Craighead George,50,Action, Adventure,,
U,5,Road to Revolution!,Susan Chaplin,50,Historical Fiction,,,
U,5,The Ruins of Gorlan,John Flanagan,50,Fantasy,,,
U,5,Sir Arthur Conan Doyle's Sherlock Holmes and the Blue Carbuncle,Charles Ryder,50,Play, Screenplay,,
U,5,The Star Crusher,Jake Parker,50,Fantasy,,,
U,5,Wringer,Jerry Spinelli,50,Novel,,,
V,5,African Americans in the Old West,Tom McGowen,50,Social Studies, Nonfiction,,
V,5,The Battle of the Alamo,Andrew Santella,50,Social Studies, Nonfiction,,
V,5,The Boston Tea Party,Trudi Strain Trueit,50,Social Studies, Nonfiction,,
V,5,The California Gold Rush,R. Conrad Stein,50,Social Studies, Nonfiction,,
V,5,Color Me Dark,Patricia C. McKissack,50,Journal, Diary, Letters,
V,5,The Declaration of Independence,R. Conrad Stein,50,Social Studies, Nonfiction,,
V,5,Escape to Freedom,Ossie Davis,50,Play, Screenplay,,
V,5,An Extraordinary Life,Laurence Pringle,50,Science, Nonfiction,,
V,5,What a Great Idea!,Stephen M. Tomecek,50,Reference,,,
V,5,Women's Right to Vote,Elaine Landau,50,Social Studies, Nonfiction,,
V,5,Becoming Naomi León,Pam Muñoz Ryan,50,Realistic Fiction,,,
V,5,Birdwing,Rafe Martin,50,Tales, Fairytale,,
V,5,Desperate Journey,Jim Murphy,50,Historical Fiction,,,
V,5,Ellis Island,Judith Jango–Cohen,50,Science, Nonfiction,,
V,5,The Fall of the Amazing Zalindas,Michael Citrin,50,Mystery & Suspense,,,
V,5,The Firework–Maker's Daughter,Philip Pullman,50,Tales, Fairytale, Fractured, Modern
V,5,Forty Acres and Maybe a Mule,Harriet Gillem Robinet,50,Historical Fiction,,,
V,5,Foster's War,Carolyn Reeder,50,Historical Fiction,,,
V,5,Pictures of Hollis Woods,Patricia Reilly Giff,50,Realistic Fiction,,,
V,5,The Bill of Rights,Lucia Raatma,50,Social Studies, Nonfiction,,
V,5,Esperanza Rising,Pam Muñoz Ryan,50,Historical Fiction,,,
V,5,Get on Board,Jim Haskins,50,Social Studies, Nonfiction,,
V,5,Earth,Dr. Mike Goldsmith,50,Science, Nonfiction,,
V,5,"A Fairy Tale Life, A Play",Ernie Noland,50,Historical Fiction,,,
V,5,Marching to Appomattox,Ken Stark,50,Social Studies, Nonfiction,,
V,5,#1 The Capture,Kathryn Lasky,50,Fantasy,,,
V,5,The Bad Beginning,Lemony Snicket,50,Humor, Silliness,,
V,5,"Black Star, Bright Dawn",Scott O’Dell,50,Action, Adventure,,
V,5,The Cats in Krasinski Square,Karen Hesse,50,Historical Fiction,,,
V,5,Double–Dare to Be Scared,Robert D. San Souci,50,Short Stories,,,
V,5,Ghostopolis,Doug TenNapel,50,Supernatural,,,
V,5,Heat,Mike Lupica,50,Realistic Fiction,,,
V,5,Lewis Carroll's Alice in Wonderland,Anne Coulter Martens,50,Play, Screenplay,,
V,5,Sojourner Truth,Patricia C. & Fredrick L. McKissack,50,Biography, Historical,,
V,5,The Titanic,Deborah Kent,50,Social Studies, Nonfiction,,
W,5,G Is for Googol,David M. Schwartz,50,Alphabet Book,,,
W,5,Adam of the Road,Elizabeth Janet Gray,60,Historical Fiction,,,
W,5,Daniel's Story,Carol Matas,60,Historical Fiction,,,
W,5,"Dear Dr. Bell... Your Friend, Helen Keller",Judith St. George,60,Biography, Historical,,
W,5,Extraordinary Women Scientists,Darlene R. Stille,60,Social Studies, Nonfiction,,
W,5,Extraordinary Young People,Marlene Targ Brill,60,Social Studies, Nonfiction,,
W,5,A Grand Canyon Journey,Peter Anderson,60,Science, Nonfiction,,
W,5,The Journal of James Edmond Pease,Jim Murphy,60,Journal, Diary, Letters,
W,5,Portraits of African–American Heroes,Tonya Bolden,60,Biography,,,
W,5,Standing Tall,Argentina Palacios,60,Biography, Historical,,
W,5,Blood on the River,Elisa Carbone,60,Historical Fiction,,,
W,5,Chu Ju's House,Gloria Whelan,60,Realistic Fiction,,,
W,5,Guilty by a Hair!,Anna Prokos,60,Science, Nonfiction,,
W,5,Harriet Tubman: Secret Agent,Thomas B. Allen,60,Social Studies, Nonfiction,,
W,5,Home of the Brave,Katherine Applegate,60,Verse Novel,,,
W,5,The Invention of Hugo Cabret,Brian Selznick,60,Science Fiction,,,
W,5,The Lightning Thief,Rick Riordan,60,Fantasy,,,
W,5,"Lights, Camera, Amalee",Dar Williams,60,Realistic Fiction,,,
W,5,Out from Boneville,Jeff Smith,60,Fantasy,,,
W,5,Tunnels,Roderick Gordon,60,Fantasy,,,
W,5,The Crossing,Jim Murphy,50,Social Studies, Nonfiction,,
W,5,Blizzard of Glass,Sally M. Walker,60,Social Studies, Nonfiction,,
W,5,Slam!,Walter Dean Myers,60,Realistic Fiction,,,
W,5,Walk Two Moons,Sharon Creech,60,Novel,,,
W,5,Food for Thought,Ken Robbins,60,Science, Nonfiction,,
W,5,The Great Cow Race,Jeff Smith,60,Fantasy,,,
W,5,Houdini,Jason Lutes,60,Comic, Graphic Novel,,
W,5,I Am a Star,Inge Auerbacher,60,Social Studies, Nonfiction,,
W,5,Max the Mighty,Rodman Philbrick,60,Realistic Fiction,,,
W,5,Mind Readers,Thomasine E. Lewis Tilden,60,Science, Nonfiction,,
W,5,Numbering All the Bones,Ann Rinaldi,60,Historical Fiction,,,
W,5,The Phantom Tollbooth,Susan Nanus,60,Play, Screenplay,,
W,5,Stowaway,Karen Hesse,60,Journal, Diary, Letters,
W,5,The Titan's Curse,Rick Riordan,60,Fantasy,,,
W,5,Torn Thread,Anne Isaacs,60,Historical Fiction,,,
X,6,Black Eagles,Jim Haskins,60,Social Studies, Nonfiction,,
X,6,The Forgotten Heroes,Clinton Cox,60,Social Studies, Nonfiction,,
X,6,"Glory Field, The",Walter Dean Myers,60,Novel,,,
X,6,The Great Depression,R. Conrad Stein,60,Social Studies, Nonfiction,,
X,6,Katarína,Kathryn Winter,60,Novel,,,
X,6,The Librarian Who Measured the Earth,Kathryn Lasky,60,Social Studies, Nonfiction,,
X,6,Nelson Mandela,Barry Denenberg,60,Biography,,,
X,6,Not Guilty,George Sullivan,60,Social Studies, Nonfiction,,
X,6,Up Before Daybreak,Deborah Hopkinson,60,Social Studies, Nonfiction,,
X,6,Within Reach: My Everest Story,Jack Galvin,60,Autobiography, Memoir,,
X,6,Antarctica,Walter Dean Myers,60,Informational Narrative,,,
X,6,A Break with Charity,Ann Rinaldi,60,Historical Fiction,,,
X,6,Fight for Freedom,Benson Bobrick,60,Social Studies, Nonfiction,,
X,6,Four Pictures by Emily Carr,Nicolas Debon,60,Comic, Graphic Novel,,
X,6,A Girl Named Disaster,Nancy Farmer,60,Novel,,,
X,6,"Millicent Min, Girl Genius",Lisa Yee,60,Realistic Fiction,,,
X,6,Somewhere in the Darkness,Walter Dean Myers,60,Realistic Fiction,,,
X,6,Storm Thief,Chris Wooding,60,Science Fiction,,,
X,6,The Usborne Book of Scientists from Archimedes to Einstein,Patricia Fara,60,Informational Narrative,,,
X,6,When Hitler Stole Pink Rabbit,Judith Kerr,60,Historical Fiction,,,
X,6,"M.C. Higgins, the Great",Virginia Hamilton,60,Realistic Fiction,,,
X,6,Out of the Dust,Karen Hesse,60,Verse Novel,,,
X,6,The Story of My Life,Helen Keller,60,Autobiography, Memoir,,
X,6,Summer of Fire,Patricia Lauber,60,Social Studies, Nonfiction,,
X,6,Freedom Walkers,Russell Freedman,60,Social Studies, Nonfiction,,
X,6,Any Small Goodness,Tony Johnston,60,Realistic Fiction,,,
X,6,Elijah of Buxton,Christopher Paul Curtis,60,Historical Fiction,,,
X,6,Harlem Summer,Walter Dean Myers,60,Historical Fiction,,,
X,6,King George III,Philip Brooks,60,Social Studies, Nonfiction,,
X,6,The Legend of Hong Kil Dong,Anne Sibley O’Brien,60,Tales, Legends & Myths,,
X,6,The Little Prince,Antoine de Saint Exupéry,60,Novel,,,
X,6,The Mostly True Adventures of Homer P. Figg,Rodman Philbrick,60,Historical Fiction,,,
X,6,O. Henry's The Gift of the Magi,Anne Coulter Martens,60,Play, Screenplay,,
X,6,Satchel Paige,James Sturm,60,Comic, Graphic Novel,,
X,6,Stanford Wong Flunks Big–Time,Lisa Yee,60,Realistic Fiction,,,
Y,6,Air Raid—Pearl Harbor,Theodore Taylor,60,Social Studies, Nonfiction,,
Y,6,Davy Crockett,George Sullivan,60,Biography, Historical,,
Y,6,Favorite Greek Myths,Mary Pope Osborne,60,Tales, Legends & Myths,,
Y,6,Hana's Suitcase,Karen Levine,60,Social Studies, Nonfiction,,
Y,6,Indian Chiefs,Russell Freedman,60,Biography, Historical,,
Y,6,Isaac Newton,Kathleen Krull,60,Biography, Science,,
Y,6,New Kids in Town,Janet Bode,60,Biography,,,
Y,6,Stars and Planets,Carole Stott,60,Science, Nonfiction,,
Y,6,The Wright Brothers,Russell Freedman,60,Biography, Science,,
Y,6,Leonardo da Vinci,Kathleen Krull,60,Biography, Science,,
Y,6,Vlad the Impaler,Enid A. Goldberg,60,Social Studies, Nonfiction,,
Y,6,Artemis Fowl,Eoin Colfer,60,Fantasy,,,
Y,6,The Boy Who Dared,Susan Campbell Bartoletti,60,Historical Fiction,,,
Y,6,Geronimo,Joseph Bruchac,60,Historical fiction,,,
Y,6,"Get On Out of Here, Philip Hall",Bette Greene,60,Realistic Fiction,,,
Y,6,Heroes of the Holocaust,Mara Bovsun,60,Social Studies, Nonfiction,,
Y,6,The Jumping Tree,Rene Saldana,60,Realistic Fiction,,,
Y,6,Larklight,Philip Reeve,60,Science Fiction,,,
Y,6,Pemba's Song,Tonya C Hegamin,60,Supernatural,,,
Y,6,"Yearling, The",Marjorie Kinnan Rawlings,60,Novel,,,
Y,6,The Call of the Wild,Jack London,60,Action, Adventure,,
Y,6,The Notorious Benedict Arnold,Steve Sheinkin,60,Biography, Historical,,
Y,6,Sacajawea,Joseph Bruchac,60,Biography, Historical,,
Y,6,Taking Off,Jenny Moss,60,Realistic Fiction,,,
Y,6,Imprisoned,Martin W. Sandler,60,Social Studies, Nonfiction,,
Y,6,All the Broken Pieces,Ann Burg,60,Verse Novel,,,
Y,6,Artemis Fowl: The Graphic Novel,Eoin Colfer,60,Comic, Graphic Novel,,
Y,6,Bad Boy,Walter Dean Myers,60,Autobiography, Memoir,,
Y,6,Children of the Dust Bowl,Jerry Stanley,60,Social Studies, Nonfiction,,
Y,6,The Devil's Arithmetic,Jane Yolen,60,Novel,,,
Y,6,Jackaroo,Cynthia Voigt,60,Action, Adventure,,
Y,6,Milkweed,Jerry Spinelli,60,Novel,,,
Y,6,Riot,Walter Dean Myers,60,Play, Screenplay,,
Y,6,Truce,Jim Murphy,60,Social Studies, Nonfiction,,
Y,6,Weedflower,Cynthia Kadohata,60,Historical Fiction,,,
Z,6,"20,000 Leagues Under the Sea",Jules Verne,80,Science Fiction,,,
Z,6,Bat 6,Virginia Euwer Wolff,80,Novel,,,
Z,6,Beyond Belief,Brad Steiger,80,Supernatural,,,
Z,6,The Disaster of the Hindenburg,Shelley Tanaka,80,Social Studies, Nonfiction,,
Z,6,Flight #116 Is Down,Caroline B. Cooney,80,Novel,,,
Z,6,The Greatest: Muhammad Ali,Walter Dean Myers,80,Biography, Sports,,
Z,6,Guys Write for Guys Read,Jon Scieszka,80,Short Stories,,,
Z,6,Memories of Vietnam,Ellen Weiss,80,Journal, Diary, Letters,
Z,6,To Be a Slave,Julius Lester,80,Social Studies, Nonfiction,,
Z,6,We Shall Not Be Moved,Joan Dash,80,Social Studies, Nonfiction,,
Z,6,An American Plague,Jim Murphy,80,Social Studies, Nonfiction,,
Z,6,The Best Ghost Stories Ever,Christopher Krovatin,80,Supernatural,,,
Z,6,Detective Stories,Nick Hardcastle,80,Mystery & Suspense,,,
Z,6,Finding My Hat,John Son,80,Realistic Fiction,,,
Z,6,Harry Potter and the Deathly Hallows,J. K. Rowling,80,Novel,,,
Z,6,Jane Eyre,Charlotte Bronte,80,Novel,,,
Z,6,Malcolm X,Walter Dean Myers,80,Biography, Historical,,
Z,6,Stormbreaker,Anthony Horowitz,80,Mystery & Suspense,,,
Z,6,The Time Machine,H. G. Wells,80,Science Fiction,,,
Z,6,Toning the Sweep,Angela Johnson,80,Realistic Fiction,,,
Z,6,The Adventures of Huckleberry Finn,Mark Twain,80,Classic,,,
Z,6,The Adventures of Tom Sawyer,Mark Twain,80,Classic,,,
Z,6,Anne Frank,Anne Frank House,80,Photo Essay,,,
Z,6,The Circuit,Francisco Jimenez,80,Short Stories,,,
Z,6,Red Scarf Girl,Ji–Li Jiang,80,Autobiography, Memoir,,
Z,6,Chains,Laurie Halse Anderson,80,Historical Fiction,,,
Z,6,Chasing Lincoln's Killer,James L. Swanson,80,Social Studies, Nonfiction,,
Z,6,Countdown,Deborah Wiles,80,Novel,,,
Z,6,The Evolution of Calpurnia Tate,Jacqueline Kelly,80,Historical Fiction,,,
Z,6,The Glass Menagerie,Tennessee Williams,80,Play, Screenplay,,
Z,6,The Hunger Games,Suzanne Collins,80,Science Fiction,,,
Z,6,The Many Rides of Paul Revere,James Cross Giblin,80,Social Studies, Nonfiction,,
Z,6,Stormbreaker,Kanaku Damerum,80,Comic, Graphic Novel,,
Z,6,Tales from Outer Suburbia,Shaun Tan,80,Short Stories,,,
Z,6,Uglies,Scott Westerfeld,80,Science Fiction,,,